,,0
CRYGA,TTN,1
CRYGA,WDFY3,1
CRYGA,ZNF195,1
CRYGA,ZNF304,1
CRYGA,ZNF619,1
CRYGA,ZNF775,1
CRYGA,ZNF844,1
CSNK2B-LY6G5B-1181,CTNNA2,1
CSNK2B-LY6G5B-1181,DARS2,1
CSNK2B-LY6G5B-1181,DYNC1H1,1
CSNK2B-LY6G5B-1181,EOMES,1
CSNK2B-LY6G5B-1181,EPO,1
CSNK2B-LY6G5B-1181,GHR,1
CSNK2B-LY6G5B-1181,IGF2R,1
CSNK2B-LY6G5B-1181,ISCA2,1
CSNK2B-LY6G5B-1181,KCNA4,1
CSNK2B-LY6G5B-1181,LPHN3,1
CSNK2B-LY6G5B-1181,MYCBP2,1
CSNK2B-LY6G5B-1181,MYH8,1
CSNK2B-LY6G5B-1181,NFKBIL1,1
CSNK2B-LY6G5B-1181,NLRP4,1
CSNK2B-LY6G5B-1181,NT5E,1
CSNK2B-LY6G5B-1181,PGS1,1
CSNK2B-LY6G5B-1181,PPP1R3D,1
CSNK2B-LY6G5B-1181,PSD3,1
CSNK2B-LY6G5B-1181,QTRTD1,1
CSNK2B-LY6G5B-1181,RBMXL3,1
CSNK2B-LY6G5B-1181,RP11-863K10.7,1
CSNK2B-LY6G5B-1181,SLC1A6,1
CSNK2B-LY6G5B-1181,SYNE1,1
CSNK2B-LY6G5B-1181,TBC1D16,1
CSNK2B-LY6G5B-1181,TMPO,1
CSNK2B-LY6G5B-1181,TP53,1
CSNK2B-LY6G5B-1181,TSPAN10,1
CSNK2B-LY6G5B-1181,TTN,1
CSNK2B-LY6G5B-1181,WDFY3,1
CSNK2B-LY6G5B-1181,ZNF195,1
CSNK2B-LY6G5B-1181,ZNF304,1
CSNK2B-LY6G5B-1181,ZNF619,1
CSNK2B-LY6G5B-1181,ZNF775,1
CSNK2B-LY6G5B-1181,ZNF844,1
CTNNA2,DARS2,1
CTNNA2,DYNC1H1,1
CTNNA2,EOMES,1
CTNNA2,EPO,1
CTNNA2,GHR,1
CTNNA2,IGF2R,1
CTNNA2,ISCA2,1
CTNNA2,KCNA4,1
CTNNA2,LPHN3,1
CTNNA2,MYCBP2,1
CTNNA2,MYH8,1
CTNNA2,NFKBIL1,1
CTNNA2,NLRP4,1
CTNNA2,NT5E,1
CTNNA2,PGS1,1
CTNNA2,PPP1R3D,1
CTNNA2,PSD3,1
CTNNA2,QTRTD1,1
CTNNA2,RBMXL3,1
CTNNA2,RP11-863K10.7,1
CTNNA2,SLC1A6,1
CTNNA2,SYNE1,1
CTNNA2,TBC1D16,1
CTNNA2,TMPO,1
CTNNA2,TP53,1
CTNNA2,TSPAN10,1
CTNNA2,TTN,1
CTNNA2,WDFY3,1
CTNNA2,ZNF195,1
CTNNA2,ZNF304,1
CTNNA2,ZNF619,1
CTNNA2,ZNF775,1
CTNNA2,ZNF844,1
DARS2,DYNC1H1,1
DARS2,EOMES,1
DARS2,EPO,1
DARS2,GHR,1
DARS2,IGF2R,1
DARS2,ISCA2,1
DARS2,KCNA4,1
DARS2,LPHN3,1
DARS2,MYCBP2,1
DARS2,MYH8,1
DARS2,NFKBIL1,1
DARS2,NLRP4,1
DARS2,NT5E,1
DARS2,PGS1,1
DARS2,PPP1R3D,1
DARS2,PSD3,1
DARS2,QTRTD1,1
DARS2,RBMXL3,1
DARS2,RP11-863K10.7,1
DARS2,SLC1A6,1
DARS2,SYNE1,1
DARS2,TBC1D16,1
DARS2,TMPO,1
DARS2,TP53,1
DARS2,TSPAN10,1
DARS2,TTN,1
DARS2,WDFY3,1
DARS2,ZNF195,1
DARS2,ZNF304,1
DARS2,ZNF619,1
DARS2,ZNF775,1
DARS2,ZNF844,1
DYNC1H1,EOMES,1
DYNC1H1,EPO,1
DYNC1H1,GHR,1
DYNC1H1,IGF2R,1
DYNC1H1,ISCA2,1
DYNC1H1,KCNA4,1
DYNC1H1,LPHN3,1
DYNC1H1,MYCBP2,1
DYNC1H1,MYH8,1
DYNC1H1,NFKBIL1,1
DYNC1H1,NLRP4,1
DYNC1H1,NT5E,1
DYNC1H1,PGS1,1
DYNC1H1,PPP1R3D,1
DYNC1H1,PSD3,1
DYNC1H1,QTRTD1,1
DYNC1H1,RBMXL3,1
DYNC1H1,RP11-863K10.7,1
DYNC1H1,SLC1A6,1
DYNC1H1,TBC1D16,1
DYNC1H1,TMPO,1
DYNC1H1,TSPAN10,1
DYNC1H1,TTN,1
DYNC1H1,WDFY3,1
DYNC1H1,ZNF195,1
DYNC1H1,ZNF304,1
DYNC1H1,ZNF619,1
DYNC1H1,ZNF775,1
DYNC1H1,ZNF844,1
EOMES,EPO,1
EOMES,GHR,1
EOMES,IGF2R,1
EOMES,ISCA2,1
EOMES,KCNA4,1
EOMES,LPHN3,1
EOMES,MYCBP2,1
EOMES,MYH8,1
EOMES,NFKBIL1,1
EOMES,NLRP4,1
EOMES,NT5E,1
EOMES,PGS1,1
EOMES,PPP1R3D,1
EOMES,PSD3,1
EOMES,QTRTD1,1
EOMES,RBMXL3,1
EOMES,RP11-863K10.7,1
EOMES,SLC1A6,1
EOMES,SYNE1,1
EOMES,TBC1D16,1
EOMES,TMPO,1
EOMES,TP53,1
EOMES,TSPAN10,1
EOMES,TTN,1
EOMES,WDFY3,1
EOMES,ZNF195,1
EOMES,ZNF304,1
EOMES,ZNF619,1
EOMES,ZNF775,1
EOMES,ZNF844,1
EPO,GHR,1
EPO,IGF2R,1
EPO,ISCA2,1
EPO,KCNA4,1
EPO,LPHN3,1
EPO,MYCBP2,1
EPO,MYH8,1
EPO,NFKBIL1,1
EPO,NLRP4,1
EPO,NT5E,1
EPO,PGS1,1
EPO,PPP1R3D,1
EPO,PSD3,1
EPO,QTRTD1,1
EPO,RBMXL3,1
EPO,RP11-863K10.7,1
EPO,SLC1A6,1
EPO,SYNE1,1
EPO,TBC1D16,1
EPO,TMPO,1
EPO,TP53,1
EPO,TSPAN10,1
EPO,TTN,1
EPO,WDFY3,1
EPO,ZNF195,1
EPO,ZNF304,1
EPO,ZNF619,1
EPO,ZNF775,1
EPO,ZNF844,1
GHR,IGF2R,1
GHR,ISCA2,1
GHR,KCNA4,1
GHR,LPHN3,1
GHR,MYCBP2,1
GHR,MYH8,1
GHR,NFKBIL1,1
GHR,NLRP4,1
GHR,NT5E,1
GHR,PGS1,1
GHR,PPP1R3D,1
GHR,PSD3,1
GHR,QTRTD1,1
GHR,RBMXL3,1
GHR,RP11-863K10.7,1
GHR,SLC1A6,1
GHR,SYNE1,1
GHR,TBC1D16,1
GHR,TMPO,1
GHR,TP53,1
GHR,TSPAN10,1
GHR,TTN,1
GHR,WDFY3,1
GHR,ZNF195,1
GHR,ZNF304,1
GHR,ZNF619,1
GHR,ZNF775,1
GHR,ZNF844,1
IGF2R,ISCA2,1
IGF2R,KCNA4,1
IGF2R,LPHN3,1
IGF2R,MYCBP2,1
IGF2R,MYH8,1
IGF2R,NFKBIL1,1
IGF2R,NLRP4,1
IGF2R,NT5E,1
IGF2R,PGS1,1
IGF2R,PPP1R3D,1
IGF2R,PSD3,1
IGF2R,QTRTD1,1
IGF2R,RBMXL3,1
IGF2R,RP11-863K10.7,1
IGF2R,SLC1A6,1
IGF2R,SYNE1,1
IGF2R,TBC1D16,1
IGF2R,TMPO,1
IGF2R,TSPAN10,1
IGF2R,TTN,1
IGF2R,WDFY3,1
IGF2R,ZNF195,1
IGF2R,ZNF304,1
IGF2R,ZNF619,1
IGF2R,ZNF775,1
IGF2R,ZNF844,1
ISCA2,KCNA4,1
ISCA2,LPHN3,1
ISCA2,MYCBP2,1
ISCA2,MYH8,1
ISCA2,NFKBIL1,1
ISCA2,NLRP4,1
ISCA2,NT5E,1
ISCA2,PGS1,1
ISCA2,PPP1R3D,1
ISCA2,PSD3,1
ISCA2,QTRTD1,1
ISCA2,RBMXL3,1
ISCA2,RP11-863K10.7,1
ISCA2,SLC1A6,1
ISCA2,SYNE1,1
ISCA2,TBC1D16,1
ISCA2,TMPO,1
ISCA2,TP53,1
ISCA2,TSPAN10,1
ISCA2,TTN,1
ISCA2,WDFY3,1
ISCA2,ZNF195,1
ISCA2,ZNF304,1
ISCA2,ZNF619,1
ISCA2,ZNF775,1
ISCA2,ZNF844,1
KCNA4,LPHN3,1
KCNA4,MYCBP2,1
KCNA4,MYH8,1
KCNA4,NFKBIL1,1
KCNA4,NLRP4,1
KCNA4,NT5E,1
KCNA4,PGS1,1
KCNA4,PPP1R3D,1
KCNA4,PSD3,1
KCNA4,QTRTD1,1
KCNA4,RBMXL3,1
KCNA4,RP11-863K10.7,1
KCNA4,SLC1A6,1
KCNA4,SYNE1,1
KCNA4,TBC1D16,1
KCNA4,TMPO,1
KCNA4,TP53,1
KCNA4,TSPAN10,1
KCNA4,TTN,1
KCNA4,WDFY3,1
KCNA4,ZNF195,1
KCNA4,ZNF304,1
KCNA4,ZNF619,1
KCNA4,ZNF775,1
KCNA4,ZNF844,1
LPHN3,MYCBP2,1
LPHN3,MYH8,1
LPHN3,NFKBIL1,1
LPHN3,NLRP4,1
LPHN3,NT5E,1
LPHN3,PGS1,1
LPHN3,PPP1R3D,1
LPHN3,PSD3,1
LPHN3,QTRTD1,1
LPHN3,RBMXL3,1
LPHN3,RP11-863K10.7,1
LPHN3,SLC1A6,1
LPHN3,SYNE1,1
LPHN3,TBC1D16,1
LPHN3,TMPO,1
LPHN3,TP53,1
LPHN3,TSPAN10,1
LPHN3,TTN,1
LPHN3,WDFY3,1
LPHN3,ZNF195,1
LPHN3,ZNF304,1
LPHN3,ZNF619,1
LPHN3,ZNF775,1
LPHN3,ZNF844,1
MYCBP2,MYH8,1
MYCBP2,NFKBIL1,1
MYCBP2,NLRP4,1
MYCBP2,NT5E,1
MYCBP2,PGS1,1
MYCBP2,PPP1R3D,1
MYCBP2,PSD3,1
MYCBP2,QTRTD1,1
MYCBP2,RBMXL3,1
MYCBP2,RP11-863K10.7,1
MYCBP2,SLC1A6,1
PIK3CA,TUBB3,1
MYCBP2,TBC1D16,1
MYCBP2,TMPO,1
PIK3CA,WRNIP1,1
MYCBP2,TSPAN10,1
MYCBP2,TTN,1
MYCBP2,WDFY3,1
MYCBP2,ZNF195,1
MYCBP2,ZNF304,1
MYCBP2,ZNF619,1
MYCBP2,ZNF775,1
MYCBP2,ZNF844,1
MYH8,NFKBIL1,1
MYH8,NLRP4,1
MYH8,NT5E,1
MYH8,PGS1,1
MYH8,PPP1R3D,1
MYH8,PSD3,1
MYH8,QTRTD1,1
MYH8,RBMXL3,1
MYH8,RP11-863K10.7,1
MYH8,SLC1A6,1
MYH8,SYNE1,1
MYH8,TBC1D16,1
MYH8,TMPO,1
MYH8,TP53,1
MYH8,TSPAN10,1
MYH8,TTN,1
MYH8,WDFY3,1
MYH8,ZNF195,1
MYH8,ZNF304,1
MYH8,ZNF619,1
MYH8,ZNF775,1
MYH8,ZNF844,1
NFKBIL1,NLRP4,1
NFKBIL1,NT5E,1
NFKBIL1,PGS1,1
NFKBIL1,PPP1R3D,1
NFKBIL1,PSD3,1
NFKBIL1,QTRTD1,1
NFKBIL1,RBMXL3,1
NFKBIL1,RP11-863K10.7,1
NFKBIL1,SLC1A6,1
NFKBIL1,SYNE1,1
NFKBIL1,TBC1D16,1
NFKBIL1,TMPO,1
NFKBIL1,TSPAN10,1
NFKBIL1,TTN,1
NFKBIL1,WDFY3,1
NFKBIL1,ZNF195,1
NFKBIL1,ZNF304,1
NFKBIL1,ZNF619,1
NFKBIL1,ZNF775,1
NFKBIL1,ZNF844,1
NLRP4,NT5E,1
NLRP4,PGS1,1
NLRP4,PPP1R3D,1
NLRP4,PSD3,1
NLRP4,QTRTD1,1
NLRP4,RBMXL3,1
NLRP4,RP11-863K10.7,1
NLRP4,SLC1A6,1
NLRP4,SYNE1,1
NLRP4,TBC1D16,1
NLRP4,TMPO,1
NLRP4,TSPAN10,1
NLRP4,TTN,1
NLRP4,WDFY3,1
NLRP4,ZNF195,1
NLRP4,ZNF304,1
NLRP4,ZNF619,1
NLRP4,ZNF775,1
NLRP4,ZNF844,1
NT5E,PGS1,1
NT5E,PPP1R3D,1
NT5E,PSD3,1
NT5E,QTRTD1,1
NT5E,RBMXL3,1
NT5E,RP11-863K10.7,1
NT5E,SLC1A6,1
NT5E,SYNE1,1
NT5E,TBC1D16,1
NT5E,TMPO,1
NT5E,TP53,1
NT5E,TSPAN10,1
NT5E,TTN,1
NT5E,WDFY3,1
NT5E,ZNF195,1
NT5E,ZNF304,1
NT5E,ZNF619,1
NT5E,ZNF775,1
NT5E,ZNF844,1
PGS1,PPP1R3D,1
PGS1,PSD3,1
PGS1,QTRTD1,1
PGS1,RBMXL3,1
PGS1,RP11-863K10.7,1
PGS1,SLC1A6,1
PGS1,SYNE1,1
PGS1,TBC1D16,1
PGS1,TMPO,1
PGS1,TP53,1
PGS1,TSPAN10,1
PGS1,TTN,1
PGS1,WDFY3,1
PGS1,ZNF195,1
PGS1,ZNF304,1
PGS1,ZNF619,1
PGS1,ZNF775,1
PGS1,ZNF844,1
PPP1R3D,PSD3,1
PPP1R3D,QTRTD1,1
PPP1R3D,RBMXL3,1
PPP1R3D,RP11-863K10.7,1
PPP1R3D,SLC1A6,1
PPP1R3D,SYNE1,1
PPP1R3D,TBC1D16,1
PPP1R3D,TMPO,1
PPP1R3D,TP53,1
PPP1R3D,TSPAN10,1
PPP1R3D,TTN,1
PPP1R3D,WDFY3,1
PPP1R3D,ZNF195,1
PPP1R3D,ZNF304,1
PPP1R3D,ZNF619,1
PPP1R3D,ZNF775,1
PPP1R3D,ZNF844,1
PSD3,QTRTD1,1
PIK3CA,YPEL4,1
PSD3,RP11-863K10.7,1
PSD3,SLC1A6,1
PSD3,SYNE1,1
PSD3,TBC1D16,1
PSD3,TMPO,1
SORBS2,ST7,1
PSD3,TSPAN10,1
PSD3,WDFY3,1
PSD3,ZNF195,1
PSD3,ZNF304,1
PSD3,ZNF619,1
PSD3,ZNF775,1
PSD3,ZNF844,1
QTRTD1,RBMXL3,1
QTRTD1,RP11-863K10.7,1
QTRTD1,SLC1A6,1
QTRTD1,SYNE1,1
QTRTD1,TBC1D16,1
QTRTD1,TMPO,1
QTRTD1,TP53,1
QTRTD1,TSPAN10,1
QTRTD1,TTN,1
QTRTD1,WDFY3,1
QTRTD1,ZNF195,1
QTRTD1,ZNF304,1
QTRTD1,ZNF619,1
QTRTD1,ZNF775,1
QTRTD1,ZNF844,1
RBMXL3,RP11-863K10.7,1
RBMXL3,SLC1A6,1
RBMXL3,SYNE1,1
RBMXL3,TBC1D16,1
RBMXL3,TMPO,1
RBMXL3,TP53,1
RBMXL3,TSPAN10,1
RBMXL3,TTN,1
RBMXL3,WDFY3,1
RBMXL3,ZNF195,1
RBMXL3,ZNF304,1
RBMXL3,ZNF619,1
RBMXL3,ZNF775,1
RBMXL3,ZNF844,1
RP11-863K10.7,SLC1A6,1
RP11-863K10.7,SYNE1,1
RP11-863K10.7,TBC1D16,1
RP11-863K10.7,TMPO,1
RP11-863K10.7,TP53,1
RP11-863K10.7,TSPAN10,1
RP11-863K10.7,TTN,1
RP11-863K10.7,WDFY3,1
RP11-863K10.7,ZNF195,1
RP11-863K10.7,ZNF304,1
RP11-863K10.7,ZNF619,1
RP11-863K10.7,ZNF775,1
RP11-863K10.7,ZNF844,1
SLC1A6,TBC1D16,1
SLC1A6,TMPO,1
SLC1A6,TSPAN10,1
SLC1A6,TTN,1
SLC1A6,WDFY3,1
SLC1A6,ZNF195,1
SLC1A6,ZNF304,1
SLC1A6,ZNF619,1
SLC1A6,ZNF775,1
SLC1A6,ZNF844,1
SYNE1,TBC1D16,1
SYNE1,TMPO,1
SYNE1,TSPAN10,1
SYNE1,WDFY3,1
SYNE1,ZNF195,1
SYNE1,ZNF304,1
SYNE1,ZNF619,1
SYNE1,ZNF775,1
SYNE1,ZNF844,1
TBC1D16,TMPO,1
TBC1D16,TP53,1
TBC1D16,TSPAN10,1
TBC1D16,TTN,1
TBC1D16,WDFY3,1
TBC1D16,ZNF195,1
TBC1D16,ZNF304,1
TBC1D16,ZNF619,1
TBC1D16,ZNF775,1
TBC1D16,ZNF844,1
TMPO,TP53,1
TMPO,TSPAN10,1
TMPO,TTN,1
TMPO,WDFY3,1
TMPO,ZNF195,1
TMPO,ZNF304,1
TMPO,ZNF619,1
TMPO,ZNF775,1
TMPO,ZNF844,1
TP53,TSPAN10,1
TP53,WDFY3,1
TP53,ZNF195,1
TP53,ZNF304,1
TP53,ZNF619,1
TP53,ZNF775,1
TSPAN10,TTN,1
TSPAN10,WDFY3,1
TSPAN10,ZNF195,1
TSPAN10,ZNF304,1
TSPAN10,ZNF619,1
TSPAN10,ZNF775,1
TSPAN10,ZNF844,1
TTN,WDFY3,1
TTN,ZNF195,1
TTN,ZNF304,1
TTN,ZNF619,1
TTN,ZNF775,1
WDFY3,ZNF195,1
WDFY3,ZNF304,1
WDFY3,ZNF619,1
WDFY3,ZNF775,1
WDFY3,ZNF844,1
ZNF195,ZNF304,1
ZNF195,ZNF619,1
ZNF195,ZNF775,1
ZNF195,ZNF844,1
ZNF304,ZNF619,1
ZNF304,ZNF775,1
ZNF304,ZNF844,1
ZNF619,ZNF775,1
ZNF619,ZNF844,1
ZNF775,ZNF844,1
A2M,AACS,1
A2M,ABCA13,1
A2M,C14orf93,1
A2M,CAND1,1
A2M,CCDC160,1
A2M,CDH18,1
A2M,CDON,1
A2M,COL4A4,1
A2M,CTNNA2,1
A2M,DNAH14,1
A2M,FBXL7,1
A2M,GATA3,1
A2M,GFRA2,1
A2M,GPR110,1
A2M,KAT6A,1
A2M,LAMA2,1
A2M,LCN15,1
A2M,MED14,1
A2M,PAX3,1
A2M,PLCZ1,1
A2M,PLXNB2,1
A2M,RHOBTB1,1
A2M,SKIDA1,1
A2M,SNURF,1
A2M,TRAV12-1,1
A2M,ZNF131,1
A2M,ZNF469,1
AACS,ABCA13,1
AACS,C14orf93,1
AACS,CAND1,1
AACS,CCDC160,1
SORBS2,TCF7,1
AACS,CDON,1
AACS,COL4A4,1
AACS,CTNNA2,1
AACS,DNAH14,1
AACS,FBXL7,1
AACS,GATA3,1
AACS,GFRA2,1
AACS,GPR110,1
AACS,KAT6A,1
AACS,LAMA2,1
AACS,LCN15,1
AACS,MED14,1
AACS,PAX3,1
AACS,PLCZ1,1
AACS,PLXNB2,1
AACS,RHOBTB1,1
AACS,SKIDA1,1
AACS,SNURF,1
AACS,TRAV12-1,1
AACS,ZNF131,1
AACS,ZNF469,1
ABCA13,C14orf93,1
ABCA13,CAND1,1
ABCA13,CCDC160,1
ABCA13,CDH18,1
ABCA13,CDON,1
ABCA13,COL4A4,1
ABCA13,CTNNA2,1
ABCA13,DNAH14,1
ABCA13,FBXL7,1
ABCA13,GFRA2,1
ABCA13,GPR110,1
ABCA13,KAT6A,1
ABCA13,LAMA2,1
ABCA13,LCN15,1
ABCA13,MED14,1
ABCA13,PAX3,1
ABCA13,PLCZ1,1
ABCA13,PLXNB2,1
ABCA13,RHOBTB1,1
ABCA13,SKIDA1,1
ABCA13,SNURF,1
ABCA13,TRAV12-1,1
ABCA13,ZNF131,1
ABCA13,ZNF469,1
C14orf93,CAND1,1
C14orf93,CCDC160,1
C14orf93,CDH18,1
C14orf93,CDON,1
C14orf93,COL4A4,1
C14orf93,CTNNA2,1
C14orf93,DNAH14,1
C14orf93,FBXL7,1
C14orf93,GATA3,1
C14orf93,GFRA2,1
C14orf93,GPR110,1
C14orf93,KAT6A,1
C14orf93,LAMA2,1
C14orf93,LCN15,1
C14orf93,MED14,1
C14orf93,PAX3,1
C14orf93,PLCZ1,1
C14orf93,PLXNB2,1
C14orf93,RHOBTB1,1
C14orf93,SKIDA1,1
C14orf93,SNURF,1
C14orf93,TRAV12-1,1
C14orf93,ZNF131,1
C14orf93,ZNF469,1
CAND1,CCDC160,1
CAND1,CDH18,1
CAND1,CDON,1
CAND1,COL4A4,1
CAND1,CTNNA2,1
CAND1,DNAH14,1
CAND1,FBXL7,1
CAND1,GATA3,1
CAND1,GFRA2,1
CAND1,GPR110,1
CAND1,KAT6A,1
CAND1,LAMA2,1
CAND1,LCN15,1
CAND1,MED14,1
CAND1,PAX3,1
CAND1,PLCZ1,1
CAND1,PLXNB2,1
CAND1,RHOBTB1,1
CAND1,SKIDA1,1
CAND1,SNURF,1
CAND1,TRAV12-1,1
CAND1,ZNF131,1
CAND1,ZNF469,1
CCDC160,CDH18,1
CCDC160,CDON,1
CCDC160,COL4A4,1
CCDC160,CTNNA2,1
CCDC160,DNAH14,1
CCDC160,FBXL7,1
CCDC160,GATA3,1
CCDC160,GFRA2,1
CCDC160,GPR110,1
CCDC160,KAT6A,1
CCDC160,LAMA2,1
CCDC160,LCN15,1
CCDC160,MED14,1
CCDC160,PAX3,1
CCDC160,PLCZ1,1
CCDC160,PLXNB2,1
CCDC160,RHOBTB1,1
CCDC160,SKIDA1,1
CCDC160,SNURF,1
CCDC160,TRAV12-1,1
CCDC160,ZNF131,1
CCDC160,ZNF469,1
CDH18,CDON,1
CDH18,COL4A4,1
CDH18,CTNNA2,1
CDH18,DNAH14,1
CDH18,FBXL7,1
CDH18,GATA3,1
CDH18,GFRA2,1
CDH18,GPR110,1
CDH18,KAT6A,1
CDH18,LAMA2,1
CDH18,LCN15,1
CDH18,MED14,1
CDH18,PAX3,1
CDH18,PLCZ1,1
CDH18,PLXNB2,1
CDH18,RHOBTB1,1
CDH18,SKIDA1,1
CDH18,SNURF,1
CDH18,TRAV12-1,1
CDH18,ZNF131,1
CDH18,ZNF469,1
CDON,COL4A4,1
CDON,CTNNA2,1
SORBS2,TP53,1
CDON,FBXL7,1
CDON,GATA3,1
CDON,GFRA2,1
CDON,GPR110,1
CDON,KAT6A,1
CDON,LAMA2,1
CDON,LCN15,1
CDON,MED14,1
CDON,PAX3,1
CDON,PLCZ1,1
CDON,PLXNB2,1
CDON,RHOBTB1,1
CDON,SKIDA1,1
CDON,SNURF,1
CDON,TRAV12-1,1
CDON,ZNF131,1
CDON,ZNF469,1
COL4A4,CTNNA2,1
COL4A4,DNAH14,1
COL4A4,FBXL7,1
COL4A4,GATA3,1
COL4A4,GFRA2,1
COL4A4,GPR110,1
COL4A4,KAT6A,1
COL4A4,LAMA2,1
COL4A4,LCN15,1
COL4A4,MED14,1
COL4A4,PAX3,1
COL4A4,PLCZ1,1
COL4A4,PLXNB2,1
COL4A4,RHOBTB1,1
COL4A4,SKIDA1,1
COL4A4,SNURF,1
COL4A4,TRAV12-1,1
COL4A4,ZNF131,1
COL4A4,ZNF469,1
CTNNA2,DNAH14,1
CTNNA2,FBXL7,1
CTNNA2,GATA3,1
CTNNA2,GFRA2,1
CTNNA2,GPR110,1
CTNNA2,KAT6A,1
CTNNA2,LAMA2,1
CTNNA2,LCN15,1
CTNNA2,MED14,1
CTNNA2,PAX3,1
CTNNA2,PLCZ1,1
CTNNA2,PLXNB2,1
CTNNA2,RHOBTB1,1
CTNNA2,SKIDA1,1
CTNNA2,SNURF,1
CTNNA2,TRAV12-1,1
CTNNA2,ZNF131,1
CTNNA2,ZNF469,1
DNAH14,FBXL7,1
DNAH14,GATA3,1
DNAH14,GFRA2,1
DNAH14,GPR110,1
DNAH14,KAT6A,1
DNAH14,LAMA2,1
DNAH14,LCN15,1
DNAH14,MED14,1
DNAH14,PAX3,1
DNAH14,PLCZ1,1
DNAH14,PLXNB2,1
DNAH14,RHOBTB1,1
DNAH14,SKIDA1,1
DNAH14,SNURF,1
DNAH14,TRAV12-1,1
DNAH14,ZNF131,1
DNAH14,ZNF469,1
FBXL7,GATA3,1
FBXL7,GFRA2,1
FBXL7,GPR110,1
FBXL7,KAT6A,1
FBXL7,LAMA2,1
FBXL7,LCN15,1
FBXL7,MED14,1
FBXL7,PAX3,1
FBXL7,PLCZ1,1
FBXL7,PLXNB2,1
FBXL7,RHOBTB1,1
FBXL7,SKIDA1,1
FBXL7,SNURF,1
FBXL7,TRAV12-1,1
FBXL7,ZNF131,1
FBXL7,ZNF469,1
GATA3,GFRA2,1
GATA3,GPR110,1
GATA3,KAT6A,1
GATA3,LAMA2,1
GATA3,LCN15,1
GATA3,MED14,1
GATA3,PAX3,1
GATA3,PLCZ1,1
GATA3,PLXNB2,1
GATA3,RHOBTB1,1
GATA3,SKIDA1,1
GATA3,SNURF,1
GATA3,TRAV12-1,1
GATA3,ZNF131,1
SORBS2,TUBB3,1
GFRA2,GPR110,1
GFRA2,KAT6A,1
GFRA2,LAMA2,1
GFRA2,LCN15,1
GFRA2,MED14,1
GFRA2,PAX3,1
GFRA2,PLCZ1,1
GFRA2,PLXNB2,1
GFRA2,RHOBTB1,1
GFRA2,SKIDA1,1
GFRA2,SNURF,1
GFRA2,TRAV12-1,1
GFRA2,ZNF131,1
GFRA2,ZNF469,1
GPR110,KAT6A,1
GPR110,LAMA2,1
GPR110,LCN15,1
GPR110,MED14,1
GPR110,PAX3,1
GPR110,PLCZ1,1
GPR110,PLXNB2,1
GPR110,RHOBTB1,1
GPR110,SKIDA1,1
GPR110,SNURF,1
GPR110,TRAV12-1,1
GPR110,ZNF131,1
GPR110,ZNF469,1
KAT6A,LAMA2,1
KAT6A,LCN15,1
KAT6A,MED14,1
KAT6A,PAX3,1
KAT6A,PLCZ1,1
KAT6A,PLXNB2,1
KAT6A,RHOBTB1,1
KAT6A,SKIDA1,1
KAT6A,SNURF,1
KAT6A,TRAV12-1,1
KAT6A,ZNF131,1
KAT6A,ZNF469,1
LAMA2,LCN15,1
LAMA2,MED14,1
LAMA2,PAX3,1
LAMA2,PLCZ1,1
LAMA2,PLXNB2,1
LAMA2,RHOBTB1,1
LAMA2,SKIDA1,1
LAMA2,SNURF,1
LAMA2,TRAV12-1,1
LAMA2,ZNF131,1
LAMA2,ZNF469,1
LCN15,MED14,1
LCN15,PAX3,1
LCN15,PLCZ1,1
LCN15,PLXNB2,1
LCN15,RHOBTB1,1
LCN15,SKIDA1,1
LCN15,SNURF,1
LCN15,TRAV12-1,1
LCN15,ZNF131,1
LCN15,ZNF469,1
MED14,PAX3,1
MED14,PLCZ1,1
MED14,PLXNB2,1
MED14,RHOBTB1,1
MED14,SKIDA1,1
MED14,SNURF,1
MED14,TRAV12-1,1
MED14,ZNF131,1
MED14,ZNF469,1
PAX3,PLCZ1,1
PAX3,PLXNB2,1
PAX3,RHOBTB1,1
PAX3,SKIDA1,1
PAX3,SNURF,1
PAX3,TRAV12-1,1
PAX3,ZNF131,1
PAX3,ZNF469,1
PLCZ1,PLXNB2,1
PLCZ1,RHOBTB1,1
PLCZ1,SKIDA1,1
PLCZ1,SNURF,1
PLCZ1,TRAV12-1,1
PLCZ1,ZNF131,1
PLCZ1,ZNF469,1
PLXNB2,RHOBTB1,1
PLXNB2,SKIDA1,1
PLXNB2,SNURF,1
PLXNB2,TRAV12-1,1
PLXNB2,ZNF131,1
PLXNB2,ZNF469,1
RHOBTB1,SKIDA1,1
RHOBTB1,SNURF,1
RHOBTB1,TRAV12-1,1
RHOBTB1,ZNF131,1
RHOBTB1,ZNF469,1
SKIDA1,SNURF,1
SKIDA1,TRAV12-1,1
SKIDA1,ZNF131,1
SKIDA1,ZNF469,1
SNURF,TRAV12-1,1
SNURF,ZNF131,1
SNURF,ZNF469,1
TRAV12-1,ZNF131,1
TRAV12-1,ZNF469,1
ZNF131,ZNF469,1
ADAMTS15,AKT1,1
ADAMTS15,APOA2,1
ADAMTS15,CLSPN,1
ADAMTS15,GOLGA6L2,1
ADAMTS15,HIF3A,1
ADAMTS15,IDH3G,1
ADAMTS15,JPH2,1
ADAMTS15,TEX11,1
ADAMTS15,ZNF117,1
AKT1,APOA2,1
AKT1,CLSPN,1
AKT1,GOLGA6L2,1
